Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Lighting Type,Door Deco,Catalog,Filename,Variant ID,Internal ID
hanging terrarium,,Gold,Frame,NA,NA,Yes,Yes,No,5,NFS,3240,Brown,Green,1x1.5 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,No lighting,No,Not for sale,FtrTerrariumWall_Remake_1_0,1_0,3775
hanging terrarium,,Brown,Frame,NA,NA,Yes,Yes,No,5,NFS,3240,Brown,Green,1x1.5 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,No lighting,No,Not for sale,FtrTerrariumWall_Remake_2_0,2_0,3775
heart doorplate,,Pink,NA,NA,NA,No,No,No,NA,600,150,Pink,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_0_0,0_0,5309
heart doorplate,,Blue,NA,NA,NA,No,No,No,NA,600,150,Gray,Light blue,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_1_0,1_0,5309
heart doorplate,,Monotone,NA,NA,NA,No,No,No,NA,600,150,Black,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_2_0,2_0,5309
heart doorplate,,Light blue,NA,NA,NA,No,No,No,NA,600,150,Blue,Light blue,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_3_0,3_0,5309
heart doorplate,,Green,NA,NA,NA,No,No,No,NA,600,150,Green,Green,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_4_0,4_0,5309
heart doorplate,,Orange,NA,NA,NA,No,No,No,NA,600,150,Orange,Orange,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_5_0,5_0,5309
heart doorplate,,Red,NA,NA,NA,No,No,No,NA,600,150,Red,Red,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_6_0,6_0,5309
heart doorplate,,Purple,NA,NA,NA,No,No,No,NA,600,150,Purple,Purple,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_7_0,7_0,5309
HHA pennant,,NA,NA,NA,NA,No,No,No,NA,NFS,375,Blue,Yellow,1x1.5 ,HHA,,1.0.0,living room,expensive,None,None,No,Museum,No lighting,No,Not for sale,FtrPenantHha,NA,7040
hyacinth wreath,,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,White,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathHyacinth,NA,5468
imperial decorative shelves,,Red,NA,NA,NA,No,No,No,NA,8500,2125,Red,Red,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Shelf,No lighting,No,For sale,FtrOrientalShelfWall_Remake_0_0,0_0,3970
imperial decorative shelves,,Blue,NA,NA,NA,No,No,No,NA,8500,2125,Blue,Blue,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Shelf,No lighting,No,For sale,FtrOrientalShelfWall_Remake_1_0,1_0,3970
imperial decorative shelves,,Brown,NA,NA,NA,No,No,No,NA,8500,2125,Brown,Brown,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Shelf,No lighting,No,For sale,FtrOrientalShelfWall_Remake_2_0,2_0,3970
imperial decorative shelves,,Black,NA,NA,NA,No,No,No,NA,8500,2125,Black,Black,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Shelf,No lighting,No,For sale,FtrOrientalShelfWall_Remake_3_0,3_0,3970
imperial dining lantern,,Gold,NA,NA,NA,No,No,No,NA,19000,4750,Yellow,Red,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Lamp,Fluorescent,No,For sale,FtrChineseLampWall_Remake_0_0,0_0,8415
imperial dining lantern,,Black,NA,NA,NA,No,No,No,NA,19000,4750,Black,Red,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Lamp,Fluorescent,No,For sale,FtrChineseLampWall_Remake_1_0,1_0,8415
imperial dining lantern,,Blue,NA,NA,NA,No,No,No,NA,19000,4750,Blue,Red,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Lamp,Fluorescent,No,For sale,FtrChineseLampWall_Remake_2_0,2_0,8415
imperial dining lantern,,Red,NA,NA,NA,No,No,No,NA,19000,4750,Red,Yellow,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Lamp,Fluorescent,No,For sale,FtrChineseLampWall_Remake_3_0,3_0,8415
intercom monitor,,NA,NA,NA,NA,No,No,No,NA,860,215,White,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,facility,None,None,Yes,Home Appliances,No lighting,No,For sale,FtrIntercom,NA,3399
iron doorplate,,Black,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Black,Black,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_0_0,0_0,4752
iron doorplate,,White,Color,NA,NA,Yes,Yes,No,1,NFS,1500,White,White,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_1_0,1_0,4752
iron doorplate,,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Blue,Blue,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_2_0,2_0,4752
iron doorplate,,Silver,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Gray,Gray,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_3_0,3_0,4752
iron doorplate,,Ash brown,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Beige,Beige,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_4_0,4_0,4752
iron doorplate,,Gold,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Yellow,Yellow,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_5_0,5_0,4752
iron doorplate,,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Orange,Orange,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_6_0,6_0,4752
iron doorplate,,Brown,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Brown,Brown,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_7_0,7_0,4752
iron wall lamp,,Black,Body color,NA,NA,Yes,Yes,No,5,NFS,3400,Black,Black,1x1 ,Crafting,,1.0.0,living room,garage,iron,None,Yes,Lamp,Fluorescent,No,Not for sale,FtrIronLampW_Remake_0_0,0_0,3559
iron wall lamp,,White,Body color,NA,NA,Yes,Yes,No,5,NFS,3400,White,White,1x1 ,Crafting,,1.0.0,living room,garage,iron,None,Yes,Lamp,Fluorescent,No,Not for sale,FtrIronLampW_Remake_1_0,1_0,3559
iron wall rack,,Black,Body color,NA,NA,Yes,Yes,No,4,NFS,2450,Black,Gray,1x1 ,Crafting,,1.0.0,living room,garage,iron,None,No,Shelf,No lighting,No,Not for sale,FtrIronShelfW_Remake_0_0,0_0,3562
iron wall rack,,White,Body color,NA,NA,Yes,Yes,No,4,NFS,2450,White,Gray,1x1 ,Crafting,,1.0.0,living room,garage,iron,None,No,Shelf,No lighting,No,Not for sale,FtrIronShelfW_Remake_1_0,1_0,3562
ironwood clock,,Birch,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Beige,Black,1x1 ,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,No lighting,No,Not for sale,FtrIronwoodClockW_Remake_0_0,0_0,3275
ironwood clock,,Teak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Orange,Black,1x1 ,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,No lighting,No,Not for sale,FtrIronwoodClockW_Remake_1_0,1_0,3275
ironwood clock,,Walnut,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Brown,Black,1x1 ,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,No lighting,No,Not for sale,FtrIronwoodClockW_Remake_2_0,2_0,3275
ironwood clock,,Old,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Brown,Black,1x1 ,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,No lighting,No,Not for sale,FtrIronwoodClockW_Remake_3_0,3_0,3275
ironwood clock,,Oak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Orange,White,1x1 ,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,No lighting,No,Not for sale,FtrIronwoodClockW_Remake_4_0,4_0,3275
key holder,,Dark wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,Brown,Brown,1x1 ,Crafting,,1.0.0,garage,living room,None,None,No,Facility Decor,No lighting,No,Not for sale,FtrKeyhanger_Remake_0_0,0_0,3992
key holder,,Brown wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,Beige,Beige,1x1 ,Crafting,,1.0.0,garage,living room,None,None,No,Facility Decor,No lighting,No,Not for sale,FtrKeyhanger_Remake_1_0,1_0,3992
key holder,,White,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,White,White,1x1 ,Crafting,,1.0.0,garage,living room,None,None,No,Facility Decor,No lighting,No,Not for sale,FtrKeyhanger_Remake_2_0,2_0,3992
key holder,,Black,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,Black,Black,1x1 ,Crafting,,1.0.0,garage,living room,None,None,No,Facility Decor,No lighting,No,Not for sale,FtrKeyhanger_Remake_3_0,3_0,3992
Leo sculpture,,NA,NA,NA,NA,Yes,No,No,NA,NFS,21975,White,Yellow,1x1 ,Crafting,,1.0.0,expensive,None,stars,None,No,Sculpture,No lighting,No,Not for sale,FtrZodiacLeo,NA,5964
lily wreath,,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,Yellow,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathYuri,NA,5641
log wall-mounted clock,,Dark wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,Brown,Beige,1x1 ,Crafting,,1.0.0,garden,living room,log,None,Yes,Clock,No lighting,No,Not for sale,FtrLogClockWall_Remake_0_0,0_0,4037
log wall-mounted clock,,Orange wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,Orange,Beige,1x1 ,Crafting,,1.0.0,garden,living room,log,None,Yes,Clock,No lighting,No,Not for sale,FtrLogClockWall_Remake_1_0,1_0,4037
log wall-mounted clock,,White wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,Beige,Beige,1x1 ,Crafting,,1.0.0,garden,living room,log,None,Yes,Clock,No lighting,No,Not for sale,FtrLogClockWall_Remake_2_0,2_0,4037
log wall-mounted clock,,White birch,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,White,Beige,1x1 ,Crafting,,1.0.0,garden,living room,log,None,Yes,Clock,No lighting,No,Not for sale,FtrLogClockWall_Remake_3_0,3_0,4037
macrame tapestry,,White,NA,NA,NA,No,No,No,NA,840,210,Beige,Beige,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,No lighting,No,For sale,FtrMacrametapestry_Remake_0_0,0_0,4119
macrame tapestry,,Green,NA,NA,NA,No,No,No,NA,840,210,Green,Green,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,No lighting,No,For sale,FtrMacrametapestry_Remake_1_0,1_0,4119
macrame tapestry,,Pink,NA,NA,NA,No,No,No,NA,840,210,Beige,Pink,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,No lighting,No,For sale,FtrMacrametapestry_Remake_2_0,2_0,4119
macrame tapestry,,Blue,NA,NA,NA,No,No,No,NA,840,210,Beige,Light blue,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,No lighting,No,For sale,FtrMacrametapestry_Remake_3_0,3_0,4119
magnetic knife rack,,Stainless steel,NA,NA,NA,No,No,No,NA,1400,350,Gray,Black,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No lighting,No,For sale,FtrKniferackWall_Remake_0_0,0_0,4118
magnetic knife rack,,Wooden,NA,NA,NA,No,No,No,NA,1400,350,Beige,Brown,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No lighting,No,For sale,FtrKniferackWall_Remake_1_0,1_0,4118
magnetic knife rack,,Pop,NA,NA,NA,No,No,No,NA,1400,350,Orange,Colorful,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No lighting,No,For sale,FtrKniferackWall_Remake_2_0,2_0,4118
mantis-head model,,NA,NA,NA,NA,No,No,No,NA,1500,375,Green,Green,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,No,Special Insect,No lighting,No,For sale,FtrInsectKamakiriFace,NA,11098
mobile,,Hot air balloons,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,No lighting,No,For sale,FtrMobile_Remake_0_0,0_0,9565
mobile,,Sheep,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,No lighting,No,For sale,FtrMobile_Remake_1_0,1_0,9565
mobile,,Ocean creatures,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,No lighting,No,For sale,FtrMobile_Remake_2_0,2_0,9565
mobile,,Space,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,No lighting,No,For sale,FtrMobile_Remake_3_0,3_0,9565
mobile,,Gorgeous,NA,NA,NA,No,No,No,NA,780,195,Orange,Gray,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,No lighting,No,For sale,FtrMobile_Remake_4_0,4_0,9565
Mom's art,,Still Life,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Brown,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomArt_Remake_0_0,0_0,7139
Mom's art,,Street with Trees,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Beige,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomArt_Remake_1_0,1_0,7139
Mom's art,,Nostalgia,Art,NA,NA,No,Yes,No,NA,NFS,88,White,Black,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomArt_Remake_2_0,2_0,7139
Mom's art,,Angel,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Yellow,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomArt_Remake_3_0,3_0,7139
Mom's art,,Sweet Roses,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Yellow,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomArt_Remake_4_0,4_0,7139
Mom's art,,Field of Flowers,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,White,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomArt_Remake_5_0,5_0,7139
Mom's art,,Dog,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Yellow,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomArt_Remake_6_0,6_0,7139
Mom's art,,Blooming,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,White,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomArt_Remake_7_0,7_0,7139
Mom's embroidery,,Flowers,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Yellow,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomEmbroidery_Remake_0_0,0_0,7145
Mom's embroidery,,Bird,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Orange,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomEmbroidery_Remake_1_0,1_0,7145
Mom's embroidery,,Bouquet,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Brown,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomEmbroidery_Remake_2_0,2_0,7145
Mom's embroidery,,Girl,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Pink,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomEmbroidery_Remake_3_0,3_0,7145
Mom's embroidery,,Fairy tale,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Green,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomEmbroidery_Remake_4_0,4_0,7145
Mom's embroidery,,Trees,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Brown,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No lighting,No,Not for sale,FtrMomEmbroidery_Remake_5_0,5_0,7145
mounted black bass,,NA,NA,NA,NA,No,No,No,NA,1300,325,Green,Beige,1x0.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,ocean,facility,None,None,No,Special Fish,No lighting,No,For sale,FtrFishBlackbassWall,NA,11127
mounted blue marlin,,NA,NA,NA,NA,No,No,No,NA,5000,1250,Blue,Gray,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,ocean,facility,None,None,No,Special Fish,No lighting,No,For sale,FtrFishKajikiWall,NA,11128
mum wreath,,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Yellow,White,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathMum,NA,5467
mushroom wreath,,NA,NA,NA,NA,Yes,No,No,NA,NFS,1500,Beige,Brown,1x1,Crafting,Mushroom seasonal DIY,1.0.0,garden,None,mush,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathMushroom,NA,4726
natural mum wreath,,NA,NA,NA,NA,Yes,No,No,NA,NFS,4800,Green,Green,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathMumRare,NA,5768
orange wall-mounted clock,,Orange,Fruit type,NA,NA,Yes,Yes,No,3,NFS,2240,Orange,Orange,1x1 ,Crafting,,1.0.0,fancy,None,fruits,orange,Yes,Clock,No lighting,No,Not for sale,FtrFruitsClockW_Remake_0_0,0_0,3976
orange wall-mounted clock,,Blood orange,Fruit type,NA,NA,Yes,Yes,No,3,NFS,2240,Red,Red,1x1 ,Crafting,,1.0.0,fancy,None,fruits,orange,Yes,Clock,No lighting,No,Not for sale,FtrFruitsClockW_Remake_1_0,1_0,3976
ornament mobile,,Colorful,Color,NA,NA,Yes,Yes,No,1,NFS,340,Colorful,Brown,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,No lighting,No,Not for sale,FtrOrnamentMobile_Remake_0_0,0_0,6818
ornament mobile,,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,340,Blue,Gray,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,No lighting,No,Not for sale,FtrOrnamentMobile_Remake_1_0,1_0,6818
ornament mobile,,Red,Color,NA,NA,Yes,Yes,No,1,NFS,340,Red,White,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,No lighting,No,Not for sale,FtrOrnamentMobile_Remake_2_0,2_0,6818
ornament mobile,,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,340,Pink,Pink,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,No lighting,No,Not for sale,FtrOrnamentMobile_Remake_3_0,3_0,6818
ornament mobile,,Gold,Color,NA,NA,Yes,Yes,No,1,NFS,340,Yellow,Brown,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,No lighting,No,Not for sale,FtrOrnamentMobile_Remake_4_0,4_0,6818
ornament mobile,,White,Color,NA,NA,Yes,Yes,No,1,NFS,340,White,Gray,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,No lighting,No,Not for sale,FtrOrnamentMobile_Remake_5_0,5_0,6818
ornament wreath,,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,800,Light blue,Blue,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_0_0,0_0,4377
ornament wreath,,Gold,Color,NA,NA,Yes,Yes,No,1,NFS,800,Yellow,Orange,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_1_0,1_0,4377
ornament wreath,,Silver,Color,NA,NA,Yes,Yes,No,1,NFS,800,Gray,White,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_2_0,2_0,4377
ornament wreath,,Green,Color,NA,NA,Yes,Yes,No,1,NFS,800,Green,Yellow,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_3_0,3_0,4377
ornament wreath,,Red,Color,NA,NA,Yes,Yes,No,1,NFS,800,Red,Yellow,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_4_0,4_0,4377
ornament wreath,,Light green,Color,NA,NA,Yes,Yes,No,1,NFS,800,Green,Gray,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_5_0,5_0,4377
ornament wreath,,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,800,Pink,Purple,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_6_0,6_0,4377
ornament wreath,,Purple,Color,NA,NA,Yes,Yes,No,1,NFS,800,Purple,Gray,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_7_0,7_0,4377
pansy wreath,,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,Yellow,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathPansy,NA,5466
party garland,,Colorful,NA,NA,NA,No,No,No,NA,650,162,Colorful,Colorful,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,party,fancy,None,None,No,Seasonal Decor,No lighting,No,For sale,FtrPartydecorationWall_Remake_0_0,0_0,4077
party garland,,Pastel,NA,NA,NA,No,No,No,NA,650,162,Colorful,Colorful,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,party,fancy,None,None,No,Seasonal Decor,No lighting,No,For sale,FtrPartydecorationWall_Remake_1_0,1_0,4077
party garland,,Boating stripes,NA,NA,NA,No,No,No,NA,650,162,Light blue,White,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,party,fancy,None,None,No,Seasonal Decor,No lighting,No,For sale,FtrPartydecorationWall_Remake_2_0,2_0,4077
