Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID
laptop,,Pink,NA,Web browsing,Screen,No,No,Yes,7,70000,17500,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_4_3,4_3,1850
laptop,,Pink,NA,Online shopping,Screen,No,No,Yes,7,70000,17500,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_4_4,4_4,1850
laptop,,Pink,NA,Chat tool,Screen,No,No,Yes,7,70000,17500,Pink,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_4_5,4_5,1850
laptop,,Blue,NA,Desktop,Screen,No,No,Yes,7,70000,17500,Blue,Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_5_0,5_0,1850
laptop,,Blue,NA,Search engine,Screen,No,No,Yes,7,70000,17500,Blue,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_5_1,5_1,1850
laptop,,Blue,NA,Calculations,Screen,No,No,Yes,7,70000,17500,Blue,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_5_2,5_2,1850
laptop,,Blue,NA,Web browsing,Screen,No,No,Yes,7,70000,17500,Blue,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_5_3,5_3,1850
laptop,,Blue,NA,Online shopping,Screen,No,No,Yes,7,70000,17500,Blue,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_5_4,5_4,1850
laptop,,Blue,NA,Chat tool,Screen,No,No,Yes,7,70000,17500,Blue,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_5_5,5_5,1850
laptop,,Gold,NA,Desktop,Screen,No,No,Yes,7,70000,17500,Beige,Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_6_0,6_0,1850
laptop,,Gold,NA,Search engine,Screen,No,No,Yes,7,70000,17500,Beige,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_6_1,6_1,1850
laptop,,Gold,NA,Calculations,Screen,No,No,Yes,7,70000,17500,Beige,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_6_2,6_2,1850
laptop,,Gold,NA,Web browsing,Screen,No,No,Yes,7,70000,17500,Beige,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_6_3,6_3,1850
laptop,,Gold,NA,Online shopping,Screen,No,No,Yes,7,70000,17500,Beige,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_6_4,6_4,1850
laptop,,Gold,NA,Chat tool,Screen,No,No,Yes,7,70000,17500,Beige,Colorful,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,office,living room,None,None,Yes,Office,Does not play music,Monitor,For sale,FtrLaptop_Remake_6_5,6_5,1850
LCD TV (20 in.),,Black,NA,NA,NA,No,No,No,NA,60000,15000,Black,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV20inch_Remake_0_0,0_0,3333
LCD TV (20 in.),,White,NA,NA,NA,No,No,No,NA,60000,15000,White,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV20inch_Remake_1_0,1_0,3333
LCD TV (20 in.),,Silver,NA,NA,NA,No,No,No,NA,60000,15000,Gray,Gray,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV20inch_Remake_2_0,2_0,3333
LCD TV (20 in.),,Red,NA,NA,NA,No,No,No,NA,60000,15000,Red,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV20inch_Remake_3_0,3_0,3333
LCD TV (20 in.),,Yellow,NA,NA,NA,No,No,No,NA,60000,15000,Yellow,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV20inch_Remake_4_0,4_0,3333
LCD TV (20 in.),,Blue,NA,NA,NA,No,No,No,NA,60000,15000,Blue,Blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV20inch_Remake_5_0,5_0,3333
LCD TV (20 in.),,Pink,NA,NA,NA,No,No,No,NA,60000,15000,Pink,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV20inch_Remake_6_0,6_0,3333
LCD TV (20 in.),,Light blue,NA,NA,NA,No,No,No,NA,60000,15000,Light blue,Light blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV20inch_Remake_7_0,7_0,3333
LCD TV (50 in.),,Black,NA,NA,NA,No,No,No,NA,99000,24750,Black,Black,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV50inch_Remake_0_0,0_0,3252
LCD TV (50 in.),,White,NA,NA,NA,No,No,No,NA,99000,24750,White,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV50inch_Remake_1_0,1_0,3252
LCD TV (50 in.),,Silver,NA,NA,NA,No,No,No,NA,99000,24750,Gray,Gray,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV50inch_Remake_2_0,2_0,3252
LCD TV (50 in.),,Red,NA,NA,NA,No,No,No,NA,99000,24750,Red,Red,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV50inch_Remake_3_0,3_0,3252
LCD TV (50 in.),,Blue,NA,NA,NA,No,No,No,NA,99000,24750,Blue,Blue,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,living room,None,None,None,Yes,TV,Does not play music,Monitor,For sale,FtrTV50inch_Remake_4_0,4_0,3252
Libra scale,,NA,NA,NA,NA,Yes,No,No,NA,NFS,21750,Yellow,Yellow,1x1,Crafting,,1.0.0,expensive,None,stars,None,Yes,Facility Decor,Does not play music,No lighting,Not for sale,FtrZodiacLibra,NA,3774
life ring,,Red,NA,NA,NA,No,No,No,NA,360,90,Red,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrLifebelt_Remake_0_0,0_0,7148
life ring,,Blue,NA,NA,NA,No,No,No,NA,360,90,Blue,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrLifebelt_Remake_1_0,1_0,7148
life ring,,Yellow,NA,NA,NA,No,No,No,NA,360,90,Yellow,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrLifebelt_Remake_2_0,2_0,7148
life ring,,Orange,NA,NA,NA,No,No,No,NA,360,90,Orange,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Chair,Does not play music,No lighting,For sale,FtrLifebelt_Remake_3_0,3_0,7148
loach model,,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishDojouToy,NA,6944
long locust model,,NA,NA,NA,NA,No,No,No,NA,NFS,600,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectShoryobattaToy,NA,7097
lucky cat,,White,Variation,NA,NA,No,Yes,No,3,NFS,1675,White,Yellow,1x1,Gulliver,,1.0.0,folk art,zen-style,None,None,No,Shop,Does not play music,No lighting,Not for sale,FtrManekineko_Remake_0_0,0_0,131
lucky cat,,Black,Variation,NA,NA,No,Yes,No,3,NFS,1675,Black,Yellow,1x1,Gulliver,,1.0.0,folk art,zen-style,None,None,No,Shop,Does not play music,No lighting,Not for sale,FtrManekineko_Remake_1_0,1_0,131
lucky gold cat,,NA,NA,NA,NA,Yes,No,No,NA,NFS,21675,Yellow,Yellow,1x1,Crafting,,1.0.0,expensive,None,None,None,No,Shop,Does not play music,No lighting,Not for sale,FtrManekinekoGold,NA,9814
M. sunset moth model,,NA,NA,NA,NA,No,No,No,NA,NFS,7500,Green,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectNishikiohtsubamegaToy,NA,7117
magazine,,NA,NA,Food,Feature,No,No,Yes,1,210,52,White,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrMagagineOpened_Remake_0_0,0_0,3586
magazine,,NA,NA,Cars,Feature,No,No,Yes,1,210,52,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrMagagineOpened_Remake_0_1,0_1,3586
magazine,,NA,NA,Fashion,Feature,No,No,Yes,1,210,52,White,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrMagagineOpened_Remake_0_2,0_2,3586
magazine,,NA,NA,Outdoors,Feature,No,No,Yes,1,210,52,White,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrMagagineOpened_Remake_0_3,0_3,3586
magazine,,NA,NA,Resorts,Feature,No,No,Yes,1,210,52,White,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrMagagineOpened_Remake_0_4,0_4,3586
magazine,,NA,NA,Music,Feature,No,No,Yes,1,210,52,White,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrMagagineOpened_Remake_0_5,0_5,3586
magazine,,NA,NA,Pop stars,Feature,No,No,Yes,1,210,52,White,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,No,Study,Does not play music,No lighting,For sale,FtrMagagineOpened_Remake_0_6,0_6,3586
magazine rack,,Natural,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_0,0_0,1032
magazine rack,,Natural,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_1,0_1,1032
magazine rack,,Natural,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_2,0_2,1032
magazine rack,,Natural,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_3,0_3,1032
magazine rack,,Natural,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_4,0_4,1032
magazine rack,,Natural,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_5,0_5,1032
magazine rack,,Natural,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_6,0_6,1032
magazine rack,,Orange,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_0,1_0,1032
magazine rack,,Orange,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_1,1_1,1032
magazine rack,,Orange,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_2,1_2,1032
magazine rack,,Orange,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_3,1_3,1032
magazine rack,,Orange,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_4,1_4,1032
magazine rack,,Orange,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_5,1_5,1032
magazine rack,,Orange,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_6,1_6,1032
magazine rack,,Brown,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_0,2_0,1032
magazine rack,,Brown,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_1,2_1,1032
magazine rack,,Brown,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_2,2_2,1032
magazine rack,,Brown,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_3,2_3,1032
magazine rack,,Brown,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_4,2_4,1032
magazine rack,,Brown,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_5,2_5,1032
magazine rack,,Brown,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_6,2_6,1032
magazine rack,,White,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,White,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_0,3_0,1032
magazine rack,,White,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,White,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_1,3_1,1032
magazine rack,,White,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,White,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_2,3_2,1032
magazine rack,,White,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,White,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_3,3_3,1032
magazine rack,,White,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,White,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_4,3_4,1032
magazine rack,,White,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,White,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_5,3_5,1032
magazine rack,,White,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,White,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_6,3_6,1032
magazine rack,,Black,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_0,4_0,1032
magazine rack,,Black,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_1,4_1,1032
magazine rack,,Black,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_2,4_2,1032
magazine rack,,Black,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_3,4_3,1032
magazine rack,,Black,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_4,4_4,1032
magazine rack,,Black,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_5,4_5,1032
magazine rack,,Black,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_6,4_6,1032
magazine rack,,Yellow,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_0,5_0,1032
magazine rack,,Yellow,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_1,5_1,1032
magazine rack,,Yellow,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_2,5_2,1032
magazine rack,,Yellow,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_3,5_3,1032
magazine rack,,Yellow,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_4,5_4,1032
magazine rack,,Yellow,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_5,5_5,1032
magazine rack,,Yellow,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_6,5_6,1032
magazine rack,,Green,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_0,6_0,1032
magazine rack,,Green,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_1,6_1,1032
magazine rack,,Green,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_2,6_2,1032
magazine rack,,Green,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_3,6_3,1032
magazine rack,,Green,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_4,6_4,1032
magazine rack,,Green,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_5,6_5,1032
magazine rack,,Green,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_6,6_6,1032
magazine rack,,Red,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_0,7_0,1032
magazine rack,,Red,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_1,7_1,1032
magazine rack,,Red,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_2,7_2,1032
magazine rack,,Red,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_3,7_3,1032
magazine rack,,Red,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_4,7_4,1032
magazine rack,,Red,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_5,7_5,1032
magazine rack,,Red,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_6,7_6,1032
magic kit,,Red,NA,NA,NA,No,No,No,NA,980,245,Black,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Toy,Does not play music,No lighting,For sale,FtrMagicset_Remake_0_0,0_0,4392
magic kit,,Blue,NA,NA,NA,No,No,No,NA,980,245,White,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Toy,Does not play music,No lighting,For sale,FtrMagicset_Remake_1_0,1_0,4392
