Name,Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Catalog,Primary Shape,Secondary Shape,Filename,Internal ID
figure-skating dress,,Yellow,No,2880,720,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Balloon,N,TopsTexOnepieceBalloonNFigure5,9520
figure-skating dress,,Black,No,2880,720,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Balloon,N,TopsTexOnepieceBalloonNFigure6,9521
figure-skating dress,,Blue,No,2880,720,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Balloon,N,TopsTexOnepieceBalloonNFigure0,5393
firefighter uniform,,Flame orange,No,2240,560,Orange,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLFirefighter1,9455
firefighter uniform,,Brown,No,2240,560,Brown,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLFirefighter2,9456
firefighter uniform,,Lime yellow,No,2240,560,Yellow,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLFirefighter3,9457
firefighter uniform,,Avocado,No,2240,560,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLFirefighter4,9458
firefighter uniform,,Black,No,2240,560,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLFirefighter0,3420
fishing waders,,Gray,No,2000,500,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLWaders3,8630
fishing waders,,Orange,No,2000,500,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLWaders1,8628
fishing waders,,Navy blue,No,2000,500,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLWaders2,8629
fishing waders,,Avocado,No,2000,500,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLWaders0,4328
flapper dress,,Gold,No,2600,650,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Box,N,TopsTexOnepieceBoxNFlapper1,7886
flapper dress,,Silver,No,2600,650,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Box,N,TopsTexOnepieceBoxNFlapper0,5817
flapper dress,,Black,No,2600,650,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Box,N,TopsTexOnepieceBoxNFlapper2,7887
flapper dress,,Pink,No,2600,650,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Box,N,TopsTexOnepieceBoxNFlapper3,7888
flapper dress,,Green,No,2600,650,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Box,N,TopsTexOnepieceBoxNFlapper4,7889
flashy kimono,,Green,No,4800,1200,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Kimono,L,TopsTexOnepieceKimonoLGaudy0,5797
flashy kimono,,Red,No,4800,1200,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Kimono,L,TopsTexOnepieceKimonoLGaudy1,8991
flashy kimono,,Gold,No,4800,1200,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Kimono,L,TopsTexOnepieceKimonoLGaudy2,8992
flashy kimono,,Blue,No,4800,1200,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Kimono,L,TopsTexOnepieceKimonoLGaudy3,8993
flashy kimono,,White,No,4800,1200,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Kimono,L,TopsTexOnepieceKimonoLGaudy4,8994
flashy kimono,,Fuchsia,No,4800,1200,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Kimono,L,TopsTexOnepieceKimonoLGaudy5,8995
fleece pj's,,Beige,No,1800,450,Beige,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,Overall,L,TopsTexOnepieceOverallLFleecepajama1,7827
fleece pj's,,Pink,No,1800,450,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,Overall,L,TopsTexOnepieceOverallLFleecepajama0,4359
flight-crew uniform,,Navy blue,No,2800,700,Blue,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLAttendant0,3475
flight-crew uniform,,Black,No,2800,700,Black,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLAttendant1,8112
flight-crew uniform,,Light blue,No,2800,700,Light blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLAttendant2,8113
flight-crew uniform,,Red,No,2800,700,Red,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLAttendant3,8114
flight-crew uniform,,Gray,No,2800,700,Gray,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLAttendant4,8115
floral lace dress,,Pink,No,1820,455,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Balloon,H,TopsTexOnepieceBalloonHLace1,8890
floral lace dress,,Blue,No,1820,455,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Balloon,H,TopsTexOnepieceBalloonHLace2,8891
floral lace dress,,Ruby red,No,1820,455,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Balloon,H,TopsTexOnepieceBalloonHLace3,8892
floral lace dress,,Orange,No,1820,455,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Balloon,H,TopsTexOnepieceBalloonHLace4,8893
floral lace dress,,Green,No,1820,455,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Balloon,H,TopsTexOnepieceBalloonHLace5,8894
floral lace dress,,Purple,No,1820,455,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Balloon,H,TopsTexOnepieceBalloonHLace6,8895
floral lace dress,,Black,No,1820,455,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Balloon,H,TopsTexOnepieceBalloonHLace7,8896
floral lace dress,,Light blue,No,1820,455,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Balloon,H,TopsTexOnepieceBalloonHLace0,4570
flower-print dress,,Green,No,1200,300,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,H,TopsTexOnepieceAlineHOneflower1,8820
flower-print dress,,Pink,No,1200,300,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,H,TopsTexOnepieceAlineHOneflower0,6901
folk-dance outfit,,Red,No,2520,630,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Overall,L,TopsTexOnepieceOverallLVolendam,4603
forest-print dress,,Brown,No,1540,385,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLForest1,8811
forest-print dress,,Purple,No,1540,385,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLForest2,8812
forest-print dress,,Pink,No,1540,385,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLForest3,8813
forest-print dress,,Pale blue,No,1540,385,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLForest4,8814
forest-print dress,,Green,No,1540,385,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLForest0,4584
frilly dress,,Brown,No,2000,500,Orange,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,A-long,L,TopsTexOnepieceAlongLFrilled1,8590
frilly dress,,Green,No,2000,500,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,A-long,L,TopsTexOnepieceAlongLFrilled2,8591
frilly dress,,Yellow,No,2000,500,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,A-long,L,TopsTexOnepieceAlongLFrilled3,8592
frilly dress,,Pink,No,2000,500,Pink,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,A-long,L,TopsTexOnepieceAlongLFrilled0,4403
frog costume,,Green,No,1700,425,Green,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Overall,L,TopsTexOnepieceOverallLFrog0,3421
frog costume,,Blue,No,1700,425,Light blue,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Overall,L,TopsTexOnepieceOverallLFrog1,9631
frog costume,,Red,No,1700,425,Red,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Overall,L,TopsTexOnepieceOverallLFrog2,9632
frog costume,,Yellow,No,1700,425,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Overall,L,TopsTexOnepieceOverallLFrog3,9633
frugal dress,,Brown,No,490,122,Brown,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Balloon,H,TopsTexOnepieceBalloonHSimple0,4344
frugal dress,,Green,No,490,122,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Balloon,H,TopsTexOnepieceBalloonHSimple1,8138
frugal dress,,Blue-gray,No,490,122,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Balloon,H,TopsTexOnepieceBalloonHSimple2,8139
frugal outfit,,Green,No,450,112,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLSimple1,8140
frugal outfit,,Blue-gray,No,450,112,Light blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLSimple2,8141
frugal outfit,,Brown,No,450,112,Beige,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLSimple0,4345
full-body tights,,White,No,1120,280,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLTights1,8640
full-body tights,,Red,No,1120,280,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLTights2,8641
full-body tights,,Blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLTights3,8642
full-body tights,,Green,No,1120,280,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLTights4,8643
full-body tights,,Pink,No,1120,280,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLTights5,8644
full-body tights,,Gold,No,1120,280,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLTights6,8645
full-body tights,,Silver,No,1120,280,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLTights7,8646
full-body tights,,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Overall,L,TopsTexOnepieceOverallLTights0,4324
full-length dress with pearls,,Berry red,No,2600,650,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,A-long,N,TopsTexOnepieceAlongNPearl1,7938
full-length dress with pearls,,Beige,No,2600,650,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,A-long,N,TopsTexOnepieceAlongNPearl2,7939
full-length dress with pearls,,Black,No,2600,650,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,A-long,N,TopsTexOnepieceAlongNPearl0,4341
full-length dress with pearls,,Green,No,2600,650,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,A-long,N,TopsTexOnepieceAlongNPearl3,7940
gizzard-shad-sushi costume,,White,No,1440,360,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Rib,N,TopsTexOnepieceRibNKohada,5616
gold armor,,Gold,Yes,NFS,80000,Yellow,Yellow,1x1,Crafting,,1.0.0,Gorgeous,Not for sale,Overall,L,TopsTexOnepieceOverallLPlatearmorGold,4590
grape dress,,Purple,No,1500,375,Purple,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,N,TopsTexOnepieceAlineNGrape,3290
gumdrop dress,,Cool,No,1800,450,Purple,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,H,TopsTexOnepieceAlineHPolkadotSpring1,8805
gumdrop dress,,Pop,No,1800,450,Pink,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,H,TopsTexOnepieceAlineHPolkadotSpring0,2686
hakama,,Plum,No,3180,795,Purple,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Kimono,L,TopsTexOnepieceKimonoLHakama0,4319
hakama,,Green,No,3180,795,Green,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Kimono,L,TopsTexOnepieceKimonoLHakama1,8982
hakama,,Dark blue,No,3180,795,Blue,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Kimono,L,TopsTexOnepieceKimonoLHakama2,8983
hakama with crest,,Black,No,4800,1200,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,Kimono,L,TopsTexOnepieceKimonoLCrested0,9835
hibiscus muumuu,,Yellow,No,1800,450,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,N,TopsTexOnepieceAlineNHibiscus1,12103
hibiscus muumuu,,Pink,No,1800,450,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,N,TopsTexOnepieceAlineNHibiscus2,12104
hibiscus muumuu,,Red,No,1800,450,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,N,TopsTexOnepieceAlineNHibiscus0,8189
hot-dog costume,,Mustard,No,1280,320,Red,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Rib,H,TopsTexOnepieceRibNHotdogMustard,5287
house-print dress,,White,No,1600,400,Light blue,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,Box,L,TopsTexOnepieceBoxLHouse0,4579
house-print dress,,Yellow,No,1600,400,Yellow,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,Box,L,TopsTexOnepieceBoxLHouse1,8810
ice-hockey uniform,,White & blue,No,2640,660,White,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLHockey1,9405
ice-hockey uniform,,Berry red,No,2640,660,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLHockey2,9406
ice-hockey uniform,,Blue,No,2640,660,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLHockey3,9407
ice-hockey uniform,,Green,No,2640,660,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLHockey4,9408
ice-hockey uniform,,Orange,No,2640,660,Orange,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLHockey5,9409
ice-hockey uniform,,White & red,No,2640,660,White,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLHockey0,5831
ice-hockey uniform,,Light blue,No,2640,660,Light blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLHockey6,9410
ice-hockey uniform,,Gray,No,2640,660,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Salopette,L,TopsTexOnepieceSalopetteLHockey7,9411
icy dress,,Ice blue,No,5200,1300,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Robe,L,TopsTexOnepieceRobeLIcequeen0,4648
impish costume,,Red,No,2240,560,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,Overall,L,TopsTexOnepieceOverallLDevil1,9497
impish costume,,Black,No,2240,560,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,Overall,L,TopsTexOnepieceOverallLDevil0,4711
instant-muscles suit,,Purple,No,2280,570,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLMuscle0,5387
instant-muscles suit,,Green,No,2280,570,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLMuscle1,8651
instant-muscles suit,,Light blue,No,2280,570,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLMuscle2,8652
instant-muscles suit,,Orange,No,2280,570,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLMuscle3,8653
instant-muscles suit,,Lime,No,2280,570,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLMuscle4,8654
instant-muscles suit,,Red,No,2280,570,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLMuscle5,8655
instant-muscles suit,,Blue,No,2280,570,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLMuscle6,8656
instant-muscles suit,,Yellow,No,2280,570,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLMuscle7,8657
iron armor,,Gray,Yes,NFS,6000,Gray,Gray,1x1,Crafting,,1.0.0,Cool,Not for sale,Overall,L,TopsTexOnepieceOverallLPlatearmorIron,4588
jester costume,,Black & white,No,2240,560,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLClown1,9505
jester costume,,Red & blue,No,2240,560,Red,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLClown2,9506
jester costume,,Green & red,No,2240,560,Green,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLClown3,9507
jester costume,,Purple & yellow,No,2240,560,Purple,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLClown0,3450
jinbei,,Fuchsia,No,1820,455,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Overall,H,TopsTexOnepieceOverallHJinbei1,9205
jinbei,,Gray,No,1820,455,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Overall,H,TopsTexOnepieceOverallHJinbei2,9206
jinbei,,Dark blue,No,1820,455,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Overall,H,TopsTexOnepieceOverallHJinbei0,3452
jockey uniform,,Sash,No,1920,480,Pink,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLJockey0,3409
jockey uniform,,Checkered,No,1920,480,Orange,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLJockey1,11130
jockey uniform,,Diamonds,No,1920,480,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLJockey2,11131
jockey uniform,,Ring,No,1920,480,Yellow,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLJockey3,11132
jockey uniform,,Stars,No,1920,480,Blue,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLJockey4,11133
jockey uniform,,Double sash,No,1920,480,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLJockey5,11134
jockey uniform,,Vertical stripes,No,1920,480,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLJockey6,11135
jockey uniform,,Zigzag,No,1920,480,White,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLJockey7,11136
judogi,,White,No,1760,440,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLJudo0,4249
judogi,,Blue,No,1760,440,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLJudo1,9214
jumper work suit,,Red,No,1050,262,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLWorkwear1,9459
jumper work suit,,Orange,No,1050,262,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLWorkwear0,3448
jumper work suit,,Blue,No,1050,262,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLWorkwear2,9460
jumper work suit,,Yellow,No,1050,262,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLWorkwear3,9461
jumper work suit,,Green,No,1050,262,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLWorkwear4,9462
jumper work suit,,Pink,No,1050,262,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLWorkwear5,9463
jumper work suit,,Brown,No,1050,262,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLWorkwear6,9464
jumper work suit,,Black,No,1050,262,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLWorkwear7,9465
junihitoe kimono,,Red,No,7000,1750,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Kimono,L,TopsTexOnepieceKimonoLTwelve0,9833
kabuki-actor yukata,,Gray,No,2400,600,Gray,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Kimono,L,TopsTexOnepieceKimonoLYukatamen2,9220
kabuki-actor yukata,,Fuchsia,No,2400,600,Purple,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Kimono,L,TopsTexOnepieceKimonoLYukatamen0,6024
kabuki-actor yukata,,Dark blue,No,2400,600,Blue,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Kimono,L,TopsTexOnepieceKimonoLYukatamen1,9219
kandoora,,Brown,No,2520,630,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,B-long,L,TopsTexOnepieceBlongLCandula1,11985
kandoora,,Gray,No,2520,630,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,B-long,L,TopsTexOnepieceBlongLCandula2,11986
kandoora,,White,No,2520,630,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,B-long,L,TopsTexOnepieceBlongLCandula0,9770
kappa costume,,Pink,No,1700,425,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Overall,L,TopsTexOnepieceOverallLKappa1,9634
kappa costume,,Green,No,1700,425,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Overall,L,TopsTexOnepieceOverallLKappa0,3424
kiwi dress,,Green,No,1500,375,Green,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,N,TopsTexOnepieceAlineNKiwi,3289
Labelle dress,,Midnight,No,3400,850,Black,Black,1x1,Labelle,,1.0.0,Elegant,For sale,A-line,N,TopsTexOnepieceAlineNKate1,11726
